user_id,last_target_date,channel,personalization_score,past_7d_sessions,past_30d_purchases,days_since_last_purchase,is_pro_customer,product_price,treatment_variant,converted_7d,num_previous_targets
1158,2025-10-01,push,0.26,1,2,77,0,22.84,control,0,0
1159,2025-10-01,email,0.33,0,0,78,0,198.09,control,1,3
1160,2025-10-01,push,0.42,2,0,0,0,173.13,personalized_text,0,3
1161,2025-10-01,email,0.13,2,0,21,0,106.51,control,0,2
1162,2025-10-01,push,0.33,4,0,26,0,146.69,control,0,3
1163,2025-10-01,push,0.31,1,1,24,0,150.46,control,0,1
1164,2025-10-01,email,0.44,2,1,28,0,167.66,personalized_text,0,0
1165,2025-10-01,email,0.45,0,0,20,0,58.52,personalized_text,0,0
1166,2025-10-01,push,0.18,2,2,10,0,80.69,control,0,5
1167,2025-10-01,email,0.07,2,2,3,1,161.94,control,0,4
1168,2025-10-01,email,0.27,2,2,7,0,156.11,personalized_text,0,4
1169,2025-10-01,email,0.35,3,0,40,0,109.3,control,0,4
1170,2025-10-01,email,0.52,2,0,8,0,85.28,personalized_text,0,0
1171,2025-10-01,push,0.11,1,2,53,0,194.0,personalized_text,1,0
1172,2025-10-01,email,0.06,0,0,15,0,88.85,control,0,5
1173,2025-10-01,email,0.13,2,1,16,0,155.16,personalized_text,0,4
1174,2025-10-01,email,0.06,2,0,60,0,88.4,personalized_text,0,5
1175,2025-10-01,push,0.33,1,0,7,0,68.87,control,0,0
1176,2025-10-01,email,0.29,0,0,6,1,131.79,personalized_text,0,1
1177,2025-10-01,push,0.35,4,2,126,0,163.45,control,1,4
1178,2025-10-01,email,0.13,1,1,23,0,196.46,control,0,3
1179,2025-10-01,text,0.41,1,1,6,1,38.29,personalized_text,0,4
1180,2025-10-01,email,0.16,2,1,5,0,176.46,personalized_text,0,3
1181,2025-10-01,email,0.3,2,0,59,0,109.59,control,0,2
1182,2025-10-01,email,0.64,0,1,27,1,30.47,personalized_text,0,3
1183,2025-10-01,text,0.14,1,1,3,0,160.93,control,0,5
1184,2025-10-01,push,0.17,0,0,65,0,72.99,control,0,1
1185,2025-10-01,email,0.13,2,2,17,0,174.97,control,0,0
1186,2025-10-01,push,0.18,3,0,136,1,39.98,control,0,5
1187,2025-10-01,push,0.17,3,1,9,0,145.11,personalized_text,0,5
1188,2025-10-01,email,0.19,2,1,22,0,67.15,control,0,1
1189,2025-10-01,email,0.22,2,3,5,0,58.9,personalized_text,1,2
1190,2025-10-01,email,0.34,2,0,17,1,19.55,control,0,5
1191,2025-10-01,email,0.46,4,1,5,0,101.56,control,0,1
1192,2025-10-01,push,0.3,1,1,11,0,84.39,control,0,1
1193,2025-10-01,text,0.24,2,2,9,0,21.72,control,0,2
1194,2025-10-01,push,0.04,1,1,9,0,53.06,personalized_text,0,1
1195,2025-10-01,email,0.65,0,2,105,1,102.58,control,0,2
1196,2025-10-01,email,0.28,2,2,1,0,163.57,control,0,0
1197,2025-10-01,push,0.29,4,0,20,0,186.6,personalized_text,0,4
1198,2025-10-01,push,0.55,0,2,29,0,107.91,control,1,0
1199,2025-10-01,push,0.19,3,0,32,0,86.63,personalized_text,0,0
1200,2025-10-01,push,0.25,2,0,42,0,191.4,control,0,0
1201,2025-10-01,push,0.44,3,0,42,0,192.94,control,0,1
1202,2025-10-01,email,0.46,3,1,93,1,46.18,control,0,0
1203,2025-10-01,email,0.27,3,3,42,0,110.98,control,0,2
1204,2025-10-01,push,0.28,3,0,52,0,165.97,control,0,2
1205,2025-10-01,push,0.57,2,0,22,0,166.23,control,0,5
1206,2025-10-01,email,0.22,0,1,32,0,140.15,control,0,5
1207,2025-10-01,email,0.23,4,1,19,0,99.58,control,0,2
1208,2025-10-01,push,0.35,0,0,9,0,86.69,control,0,5
1209,2025-10-01,email,0.23,3,1,11,0,163.22,personalized_text,0,2
1210,2025-10-01,email,0.24,2,2,13,0,52.89,control,0,5
1211,2025-10-01,email,0.37,2,2,12,0,91.4,personalized_text,0,0
1212,2025-10-01,push,0.41,2,0,22,0,117.7,personalized_text,0,3
1213,2025-10-01,push,0.14,1,1,8,0,168.04,personalized_text,1,5
1214,2025-10-01,email,0.28,3,0,21,0,81.03,personalized_text,0,4
1215,2025-10-01,push,0.48,3,0,74,0,114.24,control,0,3
1216,2025-10-01,email,0.36,3,1,15,0,63.04,control,0,1
1217,2025-10-01,email,0.3,2,4,7,0,169.01,control,0,0
1218,2025-10-01,push,0.35,0,1,12,0,159.25,control,0,3
1219,2025-10-01,push,0.11,0,1,62,0,165.82,control,1,0
1220,2025-10-01,push,0.23,4,1,85,0,20.92,personalized_text,0,2
1221,2025-10-01,push,0.15,4,1,65,0,102.51,personalized_text,1,1
1222,2025-10-01,email,0.29,4,0,10,0,35.81,personalized_text,0,3
1223,2025-10-01,email,0.54,4,1,14,0,138.01,control,0,4
1224,2025-10-01,email,0.14,3,0,110,0,69.16,control,0,2
1225,2025-10-01,email,0.26,2,1,11,0,157.17,personalized_text,0,5
1226,2025-10-01,email,0.17,3,0,4,1,22.38,personalized_text,1,2
1227,2025-10-01,text,0.13,2,1,9,0,107.52,personalized_text,0,5
1228,2025-10-01,email,0.33,1,1,99,0,33.5,personalized_text,0,5
1229,2025-10-01,push,0.12,2,2,16,0,116.0,control,0,1
1230,2025-10-01,push,0.34,3,1,81,0,125.4,personalized_text,0,5
1231,2025-10-01,push,0.36,2,0,3,0,97.81,personalized_text,0,2
1232,2025-10-01,email,0.17,2,1,43,0,63.13,personalized_text,0,2
1233,2025-10-01,email,0.28,1,1,2,0,16.14,personalized_text,1,5
1234,2025-10-01,email,0.67,3,1,6,0,135.8,personalized_text,0,3
1235,2025-10-01,email,0.04,1,1,28,0,175.38,control,0,2
1236,2025-10-01,push,0.22,0,3,17,0,149.39,personalized_text,0,1
1237,2025-10-01,email,0.6,2,1,32,0,179.67,personalized_text,0,5
1238,2025-10-01,email,0.35,4,2,108,0,186.61,personalized_text,0,0
1239,2025-10-01,push,0.4,0,0,1,0,95.41,personalized_text,0,1
1240,2025-10-01,email,0.53,1,1,6,0,142.62,control,0,1
1241,2025-10-01,text,0.46,1,0,30,0,85.5,personalized_text,0,0
1242,2025-10-01,text,0.34,2,0,68,0,184.71,personalized_text,0,3
1243,2025-10-01,text,0.39,3,0,47,0,116.96,control,0,4
1244,2025-10-01,email,0.15,2,1,18,1,152.97,control,0,5
1245,2025-10-01,email,0.23,2,0,41,0,12.76,personalized_text,0,5
1246,2025-10-01,text,0.54,0,0,6,0,119.35,control,0,4
1247,2025-10-01,email,0.55,0,1,0,0,150.98,control,0,1
1248,2025-10-01,text,0.29,1,0,25,0,58.83,control,0,3
1249,2025-10-01,text,0.26,3,1,50,0,12.73,control,0,3
1250,2025-10-01,push,0.15,1,1,17,0,151.29,control,0,3
1251,2025-10-01,email,0.38,2,1,25,0,74.24,personalized_text,0,3
1252,2025-10-01,email,0.04,1,1,16,1,91.47,control,0,1
1253,2025-10-01,push,0.15,1,0,21,0,116.79,control,0,5
1254,2025-10-01,email,0.33,2,2,64,0,30.95,control,0,2
1255,2025-10-01,email,0.3,2,1,19,1,29.68,personalized_text,0,5
1256,2025-10-01,email,0.27,2,2,0,0,192.57,control,0,4
1257,2025-10-01,text,0.24,0,1,48,0,74.39,personalized_text,0,4
1258,2025-10-01,push,0.07,2,2,28,0,58.55,control,0,5
1259,2025-10-01,email,0.54,0,0,39,0,19.07,personalized_text,1,0
1260,2025-10-01,email,0.17,3,3,69,0,43.05,personalized_text,0,1
1261,2025-10-01,push,0.31,1,0,10,0,91.87,personalized_text,0,4
1262,2025-10-01,text,0.58,1,3,20,0,74.99,control,0,1
1263,2025-10-01,email,0.43,3,2,27,0,90.67,personalized_text,0,5
1264,2025-10-01,email,0.6,3,1,12,0,143.74,personalized_text,0,1
1265,2025-10-01,push,0.16,1,3,56,0,131.94,personalized_text,1,5
1266,2025-10-01,push,0.21,1,0,35,0,103.7,control,0,3
1267,2025-10-01,push,0.48,1,2,39,0,164.82,personalized_text,1,0
1268,2025-10-01,push,0.25,1,2,49,0,172.89,control,1,1
1269,2025-10-01,email,0.14,2,2,8,0,122.25,personalized_text,0,5
1270,2025-10-01,email,0.62,3,2,41,0,32.34,control,1,4
1271,2025-10-01,push,0.19,3,1,44,0,87.17,control,0,4
1272,2025-10-01,push,0.3,1,0,55,0,130.55,personalized_text,0,0
1273,2025-10-01,push,0.27,4,1,20,0,21.94,control,0,1
1274,2025-10-01,text,0.31,3,1,21,0,13.78,personalized_text,1,3
1275,2025-10-01,email,0.17,2,1,3,0,190.18,control,0,0
1276,2025-10-01,email,0.04,2,1,57,0,148.71,control,0,1
1277,2025-10-01,push,0.35,4,3,22,0,39.09,personalized_text,1,0
1278,2025-10-01,push,0.35,4,2,27,1,94.57,control,0,3
1279,2025-10-01,push,0.08,0,0,3,0,46.78,control,0,2
1280,2025-10-01,push,0.22,4,2,27,0,11.95,control,0,2
1281,2025-10-01,push,0.08,2,1,1,0,84.42,control,0,2
1282,2025-10-01,email,0.42,2,1,76,0,133.19,control,0,3
1283,2025-10-01,email,0.09,2,0,59,1,191.28,control,1,3
1284,2025-10-01,email,0.35,1,0,6,0,156.27,personalized_text,0,0
1285,2025-10-01,email,0.38,2,0,27,0,53.73,personalized_text,0,5
1286,2025-10-01,email,0.25,1,0,27,0,73.88,personalized_text,0,4
1287,2025-10-01,email,0.61,1,0,48,0,108.91,personalized_text,0,3
1288,2025-10-01,email,0.02,2,1,42,1,46.34,control,0,3
1289,2025-10-01,email,0.42,0,2,149,1,168.26,personalized_text,0,2
1290,2025-10-01,email,0.34,2,1,12,0,41.91,control,0,2
1291,2025-10-01,email,0.48,4,2,3,0,65.09,personalized_text,0,5
1292,2025-10-01,email,0.61,2,2,25,0,119.74,control,0,2
1293,2025-10-01,push,0.28,1,0,43,0,33.41,control,0,4
1294,2025-10-01,email,0.24,1,0,10,0,128.68,personalized_text,0,2
1295,2025-10-01,email,0.54,3,2,8,0,189.4,control,0,2
1296,2025-10-01,email,0.17,1,0,48,0,141.39,control,0,5
1297,2025-10-01,push,0.42,0,1,42,1,164.43,personalized_text,0,4
1298,2025-10-01,email,0.33,1,1,6,0,93.31,control,0,2
1299,2025-10-01,push,0.57,4,0,61,0,79.41,control,0,0
1300,2025-10-01,email,0.07,4,1,4,0,72.43,personalized_text,0,0
1301,2025-10-01,email,0.06,4,0,3,0,135.49,control,0,1
1302,2025-10-01,email,0.21,3,1,12,0,108.52,personalized_text,1,0
1303,2025-10-01,email,0.28,2,1,65,0,99.74,control,0,4
1304,2025-10-01,push,0.39,3,2,35,0,29.14,control,1,2
1305,2025-10-01,push,0.14,3,0,15,1,137.94,personalized_text,0,1
1306,2025-10-01,text,0.04,2,2,5,0,147.82,personalized_text,0,3
1307,2025-10-01,email,0.7,1,0,37,1,47.28,personalized_text,0,5
1308,2025-10-01,email,0.2,1,2,27,0,154.34,control,0,5
1309,2025-10-01,push,0.46,2,2,131,0,177.08,control,0,3
1310,2025-10-01,email,0.12,5,1,43,0,43.18,personalized_text,0,0
1311,2025-10-01,email,0.23,1,0,3,0,95.89,control,1,1
1312,2025-10-01,email,0.09,2,1,39,0,176.48,personalized_text,0,3
1313,2025-10-01,email,0.65,1,1,8,0,102.59,personalized_text,0,3
1314,2025-10-01,text,0.19,1,2,98,0,164.9,personalized_text,0,3
1315,2025-10-01,push,0.07,3,1,0,0,50.99,control,0,0
1316,2025-10-01,push,0.55,4,2,8,1,22.15,personalized_text,0,0
1317,2025-10-01,email,0.21,1,0,20,1,21.3,control,0,1
1318,2025-10-01,email,0.58,1,0,2,0,194.75,control,0,0
1319,2025-10-01,email,0.34,1,3,12,0,41.3,control,0,0
1320,2025-10-01,email,0.29,3,1,20,0,174.33,personalized_text,0,4
1321,2025-10-01,email,0.42,1,2,17,0,69.99,control,0,0
1322,2025-10-01,push,0.16,0,1,18,1,17.62,control,0,1
1323,2025-10-01,push,0.19,2,0,63,0,55.79,control,0,0
1324,2025-10-01,email,0.3,3,1,21,0,106.04,personalized_text,0,5
1325,2025-10-01,text,0.42,0,1,84,0,30.29,control,0,5
1326,2025-10-01,push,0.28,4,1,4,0,185.21,personalized_text,0,0
1327,2025-10-01,email,0.04,1,1,9,0,180.98,personalized_text,1,4
1328,2025-10-01,push,0.31,2,2,32,0,38.34,personalized_text,0,5
1329,2025-10-01,email,0.22,0,1,9,0,150.05,control,0,1
1330,2025-10-01,email,0.28,4,0,12,1,97.53,personalized_text,0,5
1331,2025-10-01,email,0.25,3,0,69,1,196.6,control,0,3
1332,2025-10-01,push,0.24,2,2,23,0,20.53,control,0,4
1333,2025-10-01,email,0.29,2,2,12,0,99.5,personalized_text,0,0
1334,2025-10-01,email,0.46,0,4,44,0,64.24,control,0,2
1335,2025-10-01,email,0.12,0,1,2,1,148.01,control,1,4
1336,2025-10-01,email,0.21,4,1,24,0,31.12,personalized_text,1,4
1337,2025-10-01,push,0.11,1,1,3,0,129.34,control,0,1
1338,2025-10-01,push,0.21,4,2,5,1,190.13,control,0,3
1339,2025-10-01,email,0.28,2,0,1,0,96.24,personalized_text,1,3
1340,2025-10-01,email,0.12,0,0,69,0,96.3,control,0,3
1341,2025-10-01,email,0.32,0,0,1,0,104.18,control,0,4
1342,2025-10-01,email,0.32,2,1,21,0,88.98,personalized_text,0,2
1343,2025-10-01,email,0.13,1,0,7,0,95.02,personalized_text,0,1
1344,2025-10-01,email,0.22,2,1,14,0,98.02,personalized_text,0,2
1345,2025-10-01,email,0.04,1,0,20,0,199.63,personalized_text,0,3
1346,2025-10-01,push,0.14,3,2,17,0,32.12,control,0,4
1347,2025-10-01,push,0.19,1,1,41,1,64.21,control,0,3
1348,2025-10-01,email,0.18,2,0,72,0,50.05,control,0,2
1349,2025-10-01,email,0.06,2,1,10,0,113.4,personalized_text,0,3
1350,2025-10-01,push,0.1,2,2,0,0,10.53,personalized_text,1,0
1351,2025-10-01,email,0.22,1,0,67,0,185.01,control,0,1
1352,2025-10-01,push,0.5,1,0,115,0,110.91,personalized_text,0,2
1353,2025-10-01,push,0.4,3,0,17,0,180.25,personalized_text,0,0
1354,2025-10-01,email,0.27,2,1,18,0,75.54,personalized_text,0,3
1355,2025-10-01,email,0.36,2,0,4,0,38.49,control,0,1
1356,2025-10-01,push,0.53,3,1,19,0,46.54,control,0,1
1357,2025-10-01,email,0.09,1,0,10,0,99.44,personalized_text,0,1
1358,2025-10-01,email,0.54,3,0,155,0,17.65,control,0,4
1359,2025-10-01,text,0.38,1,1,6,0,158.54,personalized_text,0,1
1360,2025-10-01,email,0.46,1,1,14,1,160.22,personalized_text,0,0
1361,2025-10-01,email,0.1,2,1,28,0,143.37,control,0,2
1362,2025-10-01,push,0.2,1,0,12,0,180.3,personalized_text,0,0
1363,2025-10-01,email,0.44,3,1,19,0,114.4,control,0,3
1364,2025-10-01,email,0.25,1,0,108,0,101.07,personalized_text,0,4
1365,2025-10-01,text,0.23,2,1,21,0,110.54,personalized_text,1,4
1366,2025-10-01,email,0.53,1,3,72,0,44.57,control,0,3
1367,2025-10-01,text,0.23,1,0,1,0,107.34,personalized_text,0,2
1368,2025-10-01,text,0.31,3,3,3,0,112.93,personalized_text,0,4
1369,2025-10-01,email,0.52,4,1,86,0,155.27,personalized_text,0,3
1370,2025-10-01,email,0.56,2,2,4,0,76.1,control,0,3
1371,2025-10-01,email,0.13,3,1,40,0,27.52,personalized_text,0,3
1372,2025-10-01,email,0.23,3,0,17,0,123.52,control,0,3
1373,2025-10-01,email,0.39,2,0,15,0,159.71,personalized_text,0,1
1374,2025-10-01,push,0.6,2,0,32,1,194.22,control,0,2
1375,2025-10-01,email,0.13,3,0,39,1,27.15,personalized_text,0,5
1376,2025-10-01,email,0.4,2,0,80,0,151.81,personalized_text,0,3
1377,2025-10-01,push,0.24,1,1,8,0,123.21,personalized_text,0,1
1378,2025-10-01,email,0.52,6,2,35,0,12.91,control,0,1
1379,2025-10-01,push,0.14,2,0,12,0,146.47,personalized_text,1,0
1380,2025-10-01,email,0.53,2,1,37,0,14.98,personalized_text,0,5
1381,2025-10-01,email,0.39,1,2,4,0,159.2,control,0,3
1382,2025-10-01,push,0.21,0,0,18,0,147.05,personalized_text,0,1
1383,2025-10-01,push,0.07,2,0,6,0,140.7,personalized_text,0,5
1384,2025-10-01,push,0.35,2,0,12,0,32.8,control,0,0
